stem,z_m,m_chi_GeV,cons_SIC_raw,cons_SIC_L,cons_SIC_S,cons_SIC_occ,cons_SIC_comb,rand_SIC_raw,rand_SIC_L,rand_SIC_S,rand_SIC_occ,rand_SIC_comb,dom_cons,dom_rand,flipped
eval_signal_neg_91_5GeV,0.33,5.0,34.646808148934745,0.008221921916437787,33.84588066579858,0.019052558883257648,33.503142142063396,34.650131619191185,0.008088223218897317,32.4697172590092,0.036006409685798144,30.46038064437147,raw,raw,0
eval_signal_neg_58_5GeV,0.66,5.0,31.00280764998258,0.0028460498941515417,30.195300056825715,0.0069282032302755096,29.631533106825056,31.010931688387213,0.002799769575772149,28.971667448043092,0.02887306437068719,27.015920355941446,raw,raw,0
eval_signal_neg_24_5GeV,1.0,5.0,0.7160232030267786,0.00632455532033676,0.6186628990077679,0.013856406460551019,0.23800283155056573,0.7285785351066705,0.006221710168382553,0.6062177826491071,0.028533381260443816,0.33125475737823645,raw,raw,0
eval_signal_neg_20_5GeV,1.04,5.0,2.5996922894835075,0.000316227766016838,2.620920407530281,0.0,1.0968355074644431,2.631080619683237,0.0003110855084191276,2.564128015524966,0.02106035283508948,1.3809919183584778,S,raw,1
eval_signal_neg_16_5GeV,1.08,5.0,26.62838224355905,0.04490434277439099,25.20915879371933,0.04416729559300637,13.9988281543725,26.750242819628593,0.044174142195516124,24.31937897891309,0.04008260700871869,15.643604115237823,raw,raw,0
eval_signal_neg_8_5GeV,1.16,5.0,21.83446103587796,6.847279817562592,18.74552195569129,8.271408631545173,12.81567599024556,22.01540552761758,6.736556684816208,18.19103681157289,3.2667324712105734,13.854108306357567,raw,raw,0
eval_signal_zero_5GeV,1.24,5.0,19.219997767476933,23.107395318382384,13.660423521348402,39.41195010082602,26.969079579980185,19.43602333414566,22.733506784253006,13.39429530509164,15.478679967570281,24.83003174944751,occ,comb,1
eval_signal_neg_91_0.5GeV,0.33,0.5,0.5528038859881833,0.004743416490252569,0.45325273686792106,0.009526279441628824,0.13146135156965996,0.5660977670139513,0.004666282626286914,0.4489475693218529,0.03294926169360774,0.22716482373566807,raw,raw,0
eval_signal_neg_58_0.5GeV,0.66,0.5,0.05169842621131975,0.0028460498941515417,0.04225543443310499,0.0069282032302755096,0.013362829692520381,0.05206770068425775,0.002799769575772149,0.04052998889711173,0.03328894480385112,0.04189783492531054,raw,raw,0
eval_signal_neg_24_0.5GeV,1.0,0.5,0.008862587350511958,0.0034785054261852176,0.008306623862918075,0.008660254037844387,0.00902893898143269,0.009231861823449955,0.003421940592610404,0.008660254037844387,0.027514331929713677,0.02356753214548718,comb,occ,1
eval_signal_neg_20_0.5GeV,1.04,0.5,0.05871464119714172,0.0009486832980505139,0.05525710656636806,0.0008660254037844387,0.02311408379246769,0.061299562507707704,0.0009332565252573829,0.05542562584220407,0.025136550158010026,0.0458257569495584,raw,raw,0
eval_signal_neg_16_0.5GeV,1.08,0.5,1.1484436108371745,0.05850213671311502,0.9577898471503797,0.05022947341949744,0.33009800916117915,1.1927565475897344,0.05755081905753861,0.9623274286852681,0.04246038878042234,0.49099025303098287,raw,raw,0
eval_signal_neg_8_0.5GeV,1.16,0.5,1.444601738133449,7.016777900147617,0.7494019354589133,8.486182931683713,8.12748971352645,1.5025778303847146,6.902987431820441,0.7600238943612233,3.355389762984095,7.476472246320453,occ,comb,1
eval_signal_zero_0.5GeV,1.24,0.5,1.0812356567624588,23.231672830427,0.4268882350421376,39.65876734090458,26.503547486097517,1.1484436108371745,22.858563158637498,0.4354375730228157,15.573111872217941,24.06932418408484,occ,comb,1
eval_signal_neg_91_0.05GeV,0.33,0.05,0.007016214985821966,0.0037947331922020557,0.006500836066631537,0.007794228634059948,0.0072231511851461525,0.007016214985821966,0.0037330261010295315,0.0062353829072479584,0.030571479921904086,0.021930897968717236,occ,occ,0
eval_signal_neg_58_0.05GeV,0.66,0.05,0.005539117094069973,0.004743416490252569,0.0054173633888596135,0.008660254037844387,0.0068619936258888445,0.005539117094069973,0.004666282626286914,0.005196152422706631,0.025476233268253407,0.01865762961517735,occ,occ,0
eval_signal_neg_24_0.05GeV,1.0,0.05,0.005908391567007972,0.0028460498941515417,0.005778520948116922,0.0069282032302755096,0.0072231511851461525,0.005908391567007972,0.002799769575772149,0.005542562584220407,0.02615559948874016,0.017348322273761395,comb,occ,1
eval_signal_neg_20_0.05GeV,1.04,0.05,0.054652621994823736,0.00158113883008419,0.05272900365156691,0.0017320508075688774,0.02419755647023961,0.05502189646776173,0.0015554275420956382,0.05230793438858009,0.021400035945332862,0.041243181254602565,raw,raw,0
eval_signal_neg_16_0.05GeV,1.08,0.05,1.018828270835937,0.0632455532033676,0.855943415439819,0.05802370205355739,0.31565170679088683,1.056124992602675,0.06221710168382552,0.8597900208771906,0.04857468476480316,0.459239550001646,raw,raw,0
eval_signal_neg_8_0.05GeV,1.16,0.05,1.273996931636094,7.00950466152923,0.6851158899111125,8.322504130368456,8.116654986748731,1.3260646323203515,6.89614355063522,0.6948987839966335,3.291189655148097,7.455850655693152,occ,comb,1
eval_signal_zero_0.05GeV,1.24,0.05,0.9276174760202516,23.306302583206975,0.35790714122399186,39.84409677731445,26.588780670082244,0.9667605701516793,22.931979338624412,0.3703124626582259,15.643426276038321,24.14068143419201,occ,comb,1
eval_signal_neg_91_low,0.33,0.005,0.005169842621131975,0.004427188724235731,0.004695048270344998,0.009526279441628824,0.0075843087444034596,0.005169842621131975,0.004355197117867786,0.004503332099679081,0.02955243059117395,0.021930897968717236,occ,occ,0
eval_signal_neg_58_low,0.66,0.005,0.00812403840463596,0.002529822128134704,0.0075843087444034596,0.002598076211353316,0.0068619936258888445,0.00812403840463596,0.002488684067353021,0.007274613391789284,0.02615559948874016,0.02094891746265527,raw,occ,1
eval_signal_neg_24_low,1.0,0.005,0.01033968524226395,0.004427188724235731,0.009390096540689997,0.010392304845413263,0.009390096540689997,0.01033968524226395,0.004355197117867786,0.009353074360871936,0.025476233268253407,0.0229128784747792,occ,occ,0
eval_signal_neg_20_low,1.04,0.005,0.05354479857600974,0.000632455532033676,0.0520066885330523,0.0,0.024919871588754222,0.054652621994823736,0.0006221710168382552,0.05126870390403876,0.02445718393752327,0.04320714226672649,raw,raw,0
eval_signal_neg_16_low,1.08,0.005,1.021782466619441,0.04901530373260988,0.8519706822879887,0.038105117766515297,0.30662276780945413,1.059079188386179,0.04821825380496478,0.8559795091005391,0.040761973229205446,0.44778311076425636,raw,raw,0
eval_signal_neg_8_low,1.16,0.005,1.277320401892536,7.0332217439804925,0.6815043143185395,8.480986779261007,8.12351698037462,1.3242182599556618,6.919163878258236,0.6827744283436513,3.346218319007524,7.47123501695479,occ,comb,1
eval_signal_zero_low,1.24,0.005,0.9409113570460195,23.279423223095545,0.37452038894982803,39.60074363885102,26.57577899794898,0.9959332535137813,22.905537070408787,0.38901861137996985,15.552051519382854,24.130534302296038,occ,comb,1
