stem,z_m,m_chi_GeV,nb3_SIC_raw,nb3_SIC_L,nb3_SIC_S,nb3_SIC_occ,nb3_SIC_comb,nb5_SIC_raw,nb5_SIC_L,nb5_SIC_S,nb5_SIC_occ,nb5_SIC_comb,nb10_SIC_raw,nb10_SIC_L,nb10_SIC_S,nb10_SIC_occ,nb10_SIC_comb
eval_signal_neg_91_5GeV,0.33,5.0,35.39826271967918,0.007719210250832123,33.82421121224314,0.019052558883257648,35.92734271275848,34.646808148934745,0.008221921916437787,33.84588066579858,0.019052558883257648,33.503142142063396,38.2434751057833,0.12038347817778741,33.807597964517306,0.022,6.699226113514904
eval_signal_neg_58_5GeV,0.66,5.0,31.569860572568714,0.002894703844062046,30.13715368978529,0.0069282032302755096,31.774342670620268,31.00280764998258,0.0028460498941515417,30.195300056825715,0.0069282032302755096,29.631533106825056,33.889507087986196,0.10007338216619753,29.904929379182843,0.008,7.762012489039166
eval_signal_neg_24_5GeV,1.0,5.0,0.5918923647324499,0.005146140167221416,0.5760463070154056,0.013856406460551019,0.254842304180448,0.7160232030267786,0.00632455532033676,0.6186628990077679,0.013856406460551019,0.23800283155056573,0.5548094267403899,0.1037661268955775,0.45794778513826606,0.016,0.02217025033688163
eval_signal_neg_20_5GeV,1.04,5.0,2.2167616341991176,0.0003216337604513385,2.455149087831177,0.0,1.175450445573951,2.5996922894835075,0.000316227766016838,2.620920407530281,0.0,1.0968355074644431,2.1620829462966187,0.00036927447293799823,2.065098923833285,0.0,0.08868100134752652
eval_signal_neg_16_5GeV,1.08,5.0,24.704135920356105,0.045350360223638725,24.284234284461363,0.04330127018922193,15.010521554896087,26.62838224355905,0.04490434277439099,25.20915879371933,0.04416729559300637,13.9988281543725,24.0507232878071,0.05354479857600974,20.962668211971906,0.051000000000000004,0.948817432386231
eval_signal_neg_8_5GeV,1.16,5.0,19.434177273188446,6.895506190316245,17.68769146462664,8.255820174277053,13.716945117262808,21.833722486932082,6.847279817562592,18.745160798132037,8.271408631545173,12.81567599024556,22.676151293815273,8.163550773240326,17.966866257932537,9.551,0.15623098284271272
eval_signal_zero_5GeV,1.24,5.0,17.943485391640053,23.397247904032618,13.49284641385301,38.42294908970419,28.876963829322502,19.209658082234668,23.107711546148398,13.646699534096625,39.40848599921088,26.968357264861673,20.228702792484416,27.108069783905513,13.331047827305738,45.505,2.940329450928926
eval_signal_neg_91_0.5GeV,0.33,0.5,0.4301235702845006,0.0038596051254160615,0.4084691995200149,0.009526279441628824,0.13981469879808775,0.5528038859881833,0.004743416490252569,0.45325273686792106,0.009526279441628824,0.13146135156965996,0.41927099430638737,0.09194934376156155,0.33045916672043646,0.011,0.010392304845413262
eval_signal_neg_58_0.5GeV,0.66,0.5,0.0374184828279135,0.002573070083610708,0.03756038616275999,0.0069282032302755096,0.013168143377105219,0.05169842621131975,0.0028460498941515417,0.04225543443310499,0.0069282032302755096,0.013362829692520381,0.041641325627314034,0.0830867564110496,0.0332264954516723,0.008,0.0027712812921102037
eval_signal_neg_24_0.5GeV,1.0,0.5,0.008315218406203,0.0032163376045133848,0.008306623862918075,0.008660254037844387,0.0092951600308978,0.008862587350511958,0.0034785054261852176,0.008306623862918075,0.008660254037844387,0.00902893898143269,0.008981462390204987,0.07496271800641365,0.0075843087444034596,0.01,0.0034641016151377543
