stem,z_m,m_chi_GeV,channel,target_1e-02_SIC,target_1e-02_eb,target_1e-02_es,target_2e-03_SIC,target_2e-03_eb,target_2e-03_es,target_1e-03_SIC,target_1e-03_eb,target_1e-03_es,target_5e-04_SIC,target_5e-04_eb,target_5e-04_es,target_2e-04_SIC,target_2e-04_eb,target_2e-04_es,target_1e-04_SIC,target_1e-04_eb,target_1e-04_es
zero_5GeV,1.24,5.0,raw,9.345787305328301,0.0101,0.93924,16.115789127436486,0.002,0.72072,18.957007413706766,0.0012,0.65669,11.213729940902802,0.0005333333333333334,0.25897,0.10343527997186039,0.00023333333333333333,0.00158,0.12643970895252804,0.00013333333333333334,0.00146
zero_5GeV,1.24,5.0,L,7.3347913092104315,0.010066666666666666,0.73592,16.39082548866896,0.002,0.73302,23.107711546148398,0.001,0.73073,31.522025659647888,0.0005333333333333334,0.72797,41.89080348159168,0.0003,0.72557,40.71705038432917,0.00013333333333333334,0.47016
zero_5GeV,1.24,5.0,S,8.991426756062387,0.010033333333333333,0.90064,14.06641979861328,0.002033333333333333,0.63429,12.08780635599363,0.001,0.38225,7.144276568519726,0.0005333333333333334,0.16499,0.060104076400856535,0.0002,0.00085,0.06408587988004845,0.00013333333333333334,0.00074
zero_5GeV,1.24,5.0,occ,1.9593309638905403,0.054233333333333335,0.45629,1.9593309638905403,0.054233333333333335,0.45629,10.468010520779863,0.0019,0.45629,10.468010520779863,0.0019,0.45629,21.91946258991696,0.0004333333333333333,0.45629,39.41195010082602,0.00013333333333333334,0.45509
zero_5GeV,1.24,5.0,comb,9.068498410171465,0.010033333333333333,0.90836,17.824592275841823,0.002,0.79714,22.89293113605158,0.0010666666666666667,0.74768,1.8135027368246754,0.0005666666666666667,0.04317,0.0,0.0002,0.0,0.0,0.0002,0.0
zero_5GeV,1.24,5.0,SUP,10.0,0.01,1.0,,,,31.622776601683796,0.001,1.0,,,,,,,,,
neg_8_5GeV,1.16,5.0,raw,9.575839903704852,0.0101,0.96236,17.579742832305598,0.002,0.78619,21.60531309847958,0.0012,0.74843,11.178655912049534,0.0005333333333333334,0.25816,0.03404199087681481,0.00023333333333333333,0.00052,0.039837168574084175,0.00013333333333333334,0.00046
neg_8_5GeV,1.16,5.0,L,2.20227128992708,0.010066666666666666,0.22096,4.881560001679791,0.002,0.21831,6.847279817562592,0.001,0.21653,9.284658353972967,0.0005333333333333334,0.21442,12.305066287238493,0.0003,0.21313,4.9753159447416,0.00013333333333333334,0.05745
neg_8_5GeV,1.16,5.0,S,9.488698659064104,0.010033333333333333,0.95045,17.171814435766347,0.002033333333333333,0.77432,16.416964472764143,0.001,0.51915,9.516320149485303,0.0005333333333333334,0.21977,0.03606244584051393,0.0002,0.00051,0.03897114317029973,0.00013333333333333334,0.00045
neg_8_5GeV,1.16,5.0,occ,0.41029624493138384,0.054233333333333335,0.09555,0.41029624493138384,0.054233333333333335,0.09555,2.1920673371332176,0.0019,0.09555,2.1920673371332176,0.0019,0.09555,4.590073528822822,0.0004333333333333333,0.09555,8.271408631545173,0.00013333333333333334,0.09551
neg_8_5GeV,1.16,5.0,comb,8.987932574852778,0.010033333333333333,0.90029,13.893361164599444,0.002,0.62133,10.867773616293263,0.0010666666666666667,0.35494,0.0428485705712571,0.0005666666666666667,0.00102,0.0,0.0002,0.0,0.0,0.0002,0.0
neg_8_5GeV,1.16,5.0,SUP,10.0,0.01,1.0,,,,31.587991547421943,0.001,0.9989,,,,,,,,,
neg_91_5GeV,0.33,5.0,raw,9.434942637571117,0.0101,0.9482,21.07874200349727,0.002,0.94267,27.183671399389745,0.0012,0.94167,40.16062906239766,0.0005333333333333334,0.92747,51.85315329576675,0.00023333333333333333,0.79207,68.59440813215025,0.00013333333333333334,0.79206
neg_91_5GeV,0.33,5.0,L,0.03996699797523349,0.010066666666666666,0.00401,0.009391485505499116,0.002,0.00042,0.008221921916437787,0.001,0.00026,0.010392304845413263,0.0005333333333333334,0.00024,0.013856406460551019,0.0003,0.00024,0.0008660254037844387,0.00013333333333333334,1e-05
neg_91_5GeV,0.33,5.0,S,9.461244378131466,0.010033333333333333,0.9477,20.90303380090955,0.002033333333333333,0.94257,29.63528509226797,0.001,0.93715,40.115595741400874,0.0005333333333333334,0.92643,55.96113776988455,0.0002,0.79141,68.53725045550047,0.00013333333333333334,0.7914
neg_91_5GeV,0.33,5.0,occ,0.000944690464520193,0.054233333333333335,0.00022,0.000944690464520193,0.054233333333333335,0.00022,0.0050471461451523595,0.0019,0.00022,0.0050471461451523595,0.0019,0.00022,0.01056845815113575,0.0004333333333333333,0.00022,0.019052558883257648,0.00013333333333333334,0.00022
neg_91_5GeV,0.33,5.0,comb,9.443374137088039,0.010033333333333333,0.94591,20.982367473667026,0.002,0.93836,28.403670684878037,0.0010666666666666667,0.92766,0.019743949184794937,0.0005666666666666667,0.00047,0.0,0.0002,0.0,0.0,0.0002,0.0
neg_91_5GeV,0.33,5.0,SUP,9.982999999999999,0.01,0.9983,,,,31.52316485538849,0.001,0.99685,,,,,,,,,
