stem,z_m,m_chi_GeV,dom4,dom5,mean_znorm2II_bg,mean_znorm2II_sig,shift_over_d_II,sic_S,sic_shellII,ratio_shellII_over_S
eval_signal_neg_58_5GeV,0.66,5.0,raw,shellII,505.9791259765625,960.1799926757812,0.9011922,30.195300056825715,34.120730619375664,1.130001376212938
eval_signal_neg_24_5GeV,1.0,5.0,raw,shellII,505.9791259765625,657.0736694335938,0.29979077,0.6186628990077679,16.37235041159332,26.464089632418297
eval_signal_neg_20_5GeV,1.04,5.0,S,shellII,505.9791259765625,692.6596069335938,0.37039778,2.620920407530281,23.45862101925431,8.950527819102907
eval_signal_neg_91_0.5GeV,0.33,0.5,raw,shellII,505.9791259765625,589.445556640625,0.165608,0.45325273686792106,6.116120103873043,13.493840425844565
eval_signal_neg_58_0.5GeV,0.66,0.5,raw,shellII,505.9791259765625,556.1514282226562,0.09954822,0.04225543443310499,2.536745577506739,60.033593584813026
