seed,stem,z_m,m_chi_GeV,SIC_T_raw,SICm_T_raw,epsB_T_raw,AUC_T_raw,SIC_T_I,SICm_T_I,epsB_T_I,AUC_T_I,SIC_T_S,SICm_T_S,epsB_T_S,AUC_T_S,SIC_Typ_I,SICm_Typ_I,epsB_Typ_I,AUC_Typ_I,SIC_Typ_II,SICm_Typ_II,epsB_Typ_II,AUC_Typ_II,SIC_Typ_tot,SICm_Typ_tot,epsB_Typ_tot,AUC_Typ_tot,SIC_V_I,SICm_V_I,epsB_V_I,AUC_V_I,SIC_V_II,SICm_V_II,epsB_V_II,AUC_V_II,SIC_M,SICm_M,epsB_M,AUC_M
003,eval_signal_neg_20_5GeV,1.04000,5.00000,1.25506,1.25506,0.00107,0.94262,0.00000,0.00000,0.00057,0.63771,1.28447,1.28447,0.00103,0.93855,0.00000,0.00000,0.00093,0.66506,18.18467,16.20525,0.00090,0.98609,18.32600,17.38620,0.00090,0.98903,0.00000,0.00000,0.00083,0.31872,0.10769,0.14030,0.00093,0.89742,0.00000,0.00000,0.00093,0.66506
003,eval_signal_neg_16_5GeV,1.08000,5.00000,17.68011,17.68011,0.00107,0.99729,0.00042,0.00032,0.00057,0.65480,18.21966,18.21966,0.00103,0.99726,0.00033,0.00031,0.00093,0.65526,17.34433,15.45759,0.00090,0.98795,17.41533,16.52322,0.00090,0.99027,0.00000,0.00000,0.00083,0.51385,2.55380,3.37577,0.00093,0.98918,0.00033,0.00031,0.00093,0.65526
003,eval_signal_neg_8_5GeV,1.16000,5.00000,11.16294,11.16294,0.00107,0.99539,0.00000,0.00000,0.00057,0.36447,13.33530,13.33530,0.00103,0.99588,0.00000,0.00000,0.00093,0.42803,14.23800,12.69151,0.00090,0.97240,12.63733,11.99104,0.00090,0.96542,0.00000,0.00000,0.00083,0.21325,2.50307,3.24355,0.00093,0.98650,0.00000,0.00000,0.00093,0.42803
003,eval_signal_zero_5GeV,1.24000,5.00000,4.80988,4.80988,0.00107,0.99121,0.00000,0.00000,0.00057,0.16866,7.61413,7.61413,0.00103,0.99320,0.00000,0.00000,0.00093,0.22831,11.94433,10.81865,0.00090,0.95829,8.33667,8.06982,0.00090,0.93101,0.00000,0.00000,0.00083,0.02215,1.08214,1.54008,0.00093,0.98264,0.00000,0.00000,0.00093,0.22831
003,eval_signal_neg_91_0.5GeV,0.33000,0.50000,0.01990,0.01990,0.00107,0.69182,0.01260,0.00949,0.00057,0.49618,0.01991,0.01991,0.00103,0.68200,0.00786,0.00747,0.00093,0.48680,5.12100,4.56498,0.00090,0.91906,4.30067,4.08092,0.00090,0.91736,0.01455,0.01773,0.00083,0.58384,0.00556,0.00491,0.00093,0.58953,0.00786,0.00747,0.00093,0.48680
003,eval_signal_neg_58_0.5GeV,0.66000,0.50000,0.01072,0.01072,0.00107,0.55178,0.01092,0.00822,0.00057,0.49675,0.01120,0.01120,0.00103,0.53955,0.00687,0.00653,0.00093,0.48650,1.01067,0.90153,0.00090,0.80762,0.84500,0.80164,0.00090,0.80913,0.02182,0.02395,0.00083,0.58681,0.00524,0.00693,0.00093,0.46883,0.00687,0.00653,0.00093,0.48650
003,eval_signal_neg_24_0.5GeV,1.00000,0.50000,0.00857,0.00857,0.00107,0.36836,0.00924,0.00727,0.00057,0.49697,0.00840,0.00840,0.00103,0.35446,0.00556,0.00529,0.00093,0.48733,0.01633,0.01456,0.00090,0.55641,0.01467,0.01455,0.00090,0.58281,0.01801,0.02146,0.00083,0.58370,0.00491,0.00520,0.00093,0.34131,0.00556,0.00529,0.00093,0.48733
003,eval_signal_neg_20_0.5GeV,1.04000,0.50000,0.06522,0.06522,0.00107,0.88162,0.00042,0.00063,0.00057,0.64106,0.06626,0.06626,0.00103,0.87328,0.00000,0.00000,0.00093,0.66767,0.02167,0.02079,0.00090,0.61139,0.02367,0.02308,0.00090,0.69846,0.00000,0.00000,0.00083,0.32089,0.04452,0.05427,0.00093,0.87221,0.00000,0.00000,0.00093,0.66767
003,eval_signal_neg_16_0.5GeV,1.08000,0.50000,1.17086,1.17086,0.00107,0.98638,0.00000,0.00032,0.00057,0.65218,1.23190,1.23190,0.00103,0.98578,0.00000,0.00000,0.00093,0.65178,0.05200,0.04693,0.00090,0.63037,0.05133,0.04933,0.00090,0.70622,0.00000,0.00000,0.00083,0.52324,1.13615,1.50429,0.00093,0.98495,0.00000,0.00000,0.00093,0.65178
003,eval_signal_neg_8_0.5GeV,1.16000,0.50000,0.69076,0.69076,0.00107,0.98190,0.00000,0.00000,0.00057,0.36065,0.98583,0.98583,0.00103,0.98269,0.00000,0.00000,0.00093,0.42476,0.09200,0.08466,0.00090,0.60367,0.06233,0.06040,0.00090,0.60664,0.00000,0.00000,0.00083,0.20848,1.12895,1.51872,0.00093,0.98175,0.00000,0.00000,0.00093,0.42476
003,eval_signal_zero_0.5GeV,1.24000,0.50000,0.30159,0.30159,0.00107,0.97601,0.00000,0.00000,0.00057,0.16760,0.51640,0.51640,0.00103,0.97918,0.00000,0.00000,0.00093,0.22634,0.41933,0.43873,0.00090,0.66517,0.18733,0.20017,0.00090,0.57702,0.00000,0.00000,0.00083,0.02180,0.37119,0.52308,0.00093,0.97669,0.00000,0.00000,0.00093,0.22634
003,eval_signal_neg_91_0.05GeV,0.33000,0.05000,0.00521,0.00521,0.00107,0.36254,0.01134,0.00854,0.00057,0.49714,0.00560,0.00560,0.00103,0.34858,0.00655,0.00622,0.00093,0.48839,0.01233,0.01099,0.00090,0.52526,0.01100,0.01107,0.00090,0.55728,0.01628,0.02209,0.00083,0.58032,0.00360,0.00318,0.00093,0.34035,0.00655,0.00622,0.00093,0.48839
003,eval_signal_neg_58_0.05GeV,0.66000,0.05000,0.00459,0.00459,0.00107,0.35746,0.01302,0.00980,0.00057,0.49650,0.00467,0.00467,0.00103,0.34356,0.00851,0.00809,0.00093,0.48729,0.01167,0.01129,0.00090,0.51133,0.01100,0.01138,0.00090,0.54537,0.01871,0.02115,0.00083,0.58352,0.00426,0.00462,0.00093,0.33728,0.00851,0.00809,0.00093,0.48729
003,eval_signal_neg_24_0.05GeV,1.00000,0.05000,0.00521,0.00521,0.00107,0.35296,0.00966,0.00727,0.00057,0.49635,0.00529,0.00529,0.00103,0.33903,0.00655,0.00622,0.00093,0.48741,0.01467,0.01366,0.00090,0.50011,0.01400,0.01360,0.00090,0.53586,0.01524,0.01711,0.00083,0.58216,0.00295,0.00289,0.00093,0.33431,0.00655,0.00622,0.00093,0.48741
003,eval_signal_neg_20_0.05GeV,1.04000,0.05000,0.06154,0.06154,0.00107,0.87756,0.00000,0.00000,0.00057,0.64107,0.06408,0.06408,0.00103,0.86897,0.00000,0.00000,0.00093,0.66753,0.02133,0.01931,0.00090,0.54504,0.02167,0.02087,0.00090,0.64612,0.00000,0.00000,0.00083,0.32196,0.05074,0.06524,0.00093,0.87048,0.00000,0.00000,0.00093,0.66753
003,eval_signal_neg_16_0.05GeV,1.08000,0.05000,1.03736,1.03736,0.00107,0.98544,0.00000,0.00000,0.00057,0.65194,1.09191,1.09191,0.00103,0.98477,0.00000,0.00000,0.00093,0.65167,0.03400,0.03238,0.00090,0.57954,0.03733,0.03668,0.00090,0.66476,0.00000,0.00000,0.00083,0.52308,1.10211,1.45290,0.00093,0.98457,0.00000,0.00000,0.00093,0.65167
003,eval_signal_neg_8_0.05GeV,1.16000,0.05000,0.62217,0.62217,0.00107,0.98099,0.00000,0.00000,0.00057,0.35993,0.88846,0.88846,0.00103,0.98177,0.00000,0.00000,0.00093,0.42404,0.06367,0.06089,0.00090,0.56651,0.04267,0.04332,0.00090,0.57373,0.00000,0.00000,0.00083,0.20753,1.05236,1.43096,0.00093,0.98139,0.00000,0.00000,0.00093,0.42404
003,eval_signal_zero_0.05GeV,1.24000,0.05000,0.26240,0.26240,0.00107,0.97488,0.00000,0.00000,0.00057,0.16751,0.44921,0.44921,0.00103,0.97807,0.00000,0.00000,0.00093,0.22663,0.32000,0.33120,0.00090,0.63657,0.13900,0.14610,0.00090,0.54911,0.00000,0.00000,0.00083,0.02128,0.33649,0.47285,0.00093,0.97610,0.00000,0.00000,0.00093,0.22663
003,eval_signal_neg_91_low,0.33000,0.00500,0.00582,0.00582,0.00107,0.35422,0.01218,0.00917,0.00057,0.49702,0.00622,0.00622,0.00103,0.34019,0.00622,0.00591,0.00093,0.48758,0.01267,0.01129,0.00090,0.50119,0.01233,0.01170,0.00090,0.53691,0.01316,0.01649,0.00083,0.58283,0.00360,0.00433,0.00093,0.33547,0.00622,0.00591,0.00093,0.48758
003,eval_signal_neg_58_low,0.66000,0.00500,0.00551,0.00551,0.00107,0.35458,0.01092,0.00854,0.00057,0.49794,0.00560,0.00560,0.00103,0.34055,0.00556,0.00529,0.00093,0.48856,0.01533,0.01366,0.00090,0.49543,0.01333,0.01265,0.00090,0.53255,0.01801,0.01960,0.00083,0.58167,0.00360,0.00346,0.00093,0.33663,0.00556,0.00529,0.00093,0.48856
003,eval_signal_neg_24_low,1.00000,0.00500,0.00643,0.00643,0.00107,0.35254,0.01134,0.00854,0.00057,0.49717,0.00715,0.00715,0.00103,0.33852,0.00687,0.00653,0.00093,0.48699,0.01267,0.01277,0.00090,0.49543,0.01100,0.01297,0.00090,0.53198,0.02078,0.02178,0.00083,0.58472,0.00458,0.00433,0.00093,0.33432,0.00687,0.00653,0.00093,0.48699
003,eval_signal_neg_20_low,1.04000,0.00500,0.05787,0.05787,0.00107,0.87787,0.00000,0.00000,0.00057,0.64060,0.05973,0.05973,0.00103,0.86930,0.00000,0.00000,0.00093,0.66721,0.02167,0.02050,0.00090,0.54358,0.02167,0.02119,0.00090,0.64446,0.00000,0.00000,0.00083,0.32115,0.05008,0.05947,0.00093,0.87086,0.00000,0.00000,0.00093,0.66721
003,eval_signal_neg_16_low,1.08000,0.00500,1.02082,1.02082,0.00107,0.98527,0.00000,0.00000,0.00057,0.65284,1.07667,1.07667,0.00103,0.98459,0.00000,0.00000,0.00093,0.65261,0.04067,0.03683,0.00090,0.57696,0.04033,0.03921,0.00090,0.66309,0.00000,0.00000,0.00083,0.52163,1.07952,1.43443,0.00093,0.98442,0.00000,0.00000,0.00093,0.65261
003,eval_signal_neg_8_low,1.16000,0.00500,0.62921,0.62921,0.00107,0.98108,0.00000,0.00000,0.00057,0.35989,0.88224,0.88224,0.00103,0.98185,0.00000,0.00000,0.00093,0.42417,0.06033,0.05674,0.00090,0.57023,0.04100,0.03953,0.00090,0.57705,0.00000,0.00000,0.00083,0.20687,1.05399,1.42952,0.00093,0.98144,0.00000,0.00000,0.00093,0.42417
003,eval_signal_zero_low,1.24000,0.00500,0.26669,0.26669,0.00107,0.97482,0.00000,0.00000,0.00057,0.16753,0.44952,0.44952,0.00103,0.97802,0.00000,0.00000,0.00093,0.22645,0.33100,0.34368,0.00090,0.63575,0.13933,0.15116,0.00090,0.54866,0.00000,0.00000,0.00083,0.02170,0.34042,0.49104,0.00093,0.97605,0.00000,0.00000,0.00093,0.22645
