bin,000,001,010,011,100,101,110,111,total
b0,0,0,0,4,0,0,1068,2993,4065
b1,0,0,0,0,0,0,25,3993,4018
b2,0,0,0,1,0,0,0,3993,3994
b3,0,0,0,0,0,0,1,3974,3975
b4,0,0,0,0,0,0,0,3948,3948
