stem,z_m,m_chi_GeV,nb3_SIC_raw,nb3_SIC_L,nb3_SIC_S,nb3_SIC_occ,nb3_SIC_comb,nb5_SIC_raw,nb5_SIC_L,nb5_SIC_S,nb5_SIC_occ,nb5_SIC_comb,nb10_SIC_raw,nb10_SIC_L,nb10_SIC_S,nb10_SIC_occ,nb10_SIC_comb
eval_signal_neg_58_0.05GeV,0.66,0.05,0.006114295984380818,0.01432976291719992,0.005908391567007972,0.008660254037844387,0.015529775048064227,0.006843881185220808,0.033,0.006640783086353597,0.008660254037844387,0.026373968357009753,0.004370956778314645,0.03252691193458119,0.004082482904638631,0.01,0.010457055034760026
eval_signal_neg_24_0.05GeV,1.0,0.05,0.005774612874137439,0.012081956969403854,0.005908391567007972,0.0069282032302755096,0.011557041896233845,0.004977368134706042,0.029666666666666668,0.005375872022286245,0.0069282032302755096,0.026052334596558414,0.004768316485434158,0.029344931419241722,0.004898979485566357,0.008,0.011231651704001509
eval_signal_neg_20_0.05GeV,1.04,0.05,0.041101656339448824,0.001966830204321557,0.04726713253606377,0.0017320508075688774,0.03286533789241499,0.06252818719224465,0.002333333333333333,0.06735651416158649,0.0017320508075688774,0.017046589303920938,0.04331220807602693,0.0024748737341529162,0.04572380853195266,0.002,0.008520563361656318
eval_signal_neg_16_0.05GeV,1.08,0.05,0.59818195713859,0.11351420036370133,0.637737014763923,0.05802370205355739,0.4799783962529618,1.2536745989290843,0.154,1.2168444436327925,0.05802370205355739,0.25891517716332746,0.6592197541112723,0.16298811306349922,0.6189044083432164,0.067,0.025174391750348208
eval_signal_neg_8_0.05GeV,1.16,0.05,0.6365661485960917,8.97605110103664,0.4579003464431178,8.304317596888982,10.071239697449279,1.4546358373678407,11.190333333333333,0.899667994317904,8.322504130368456,10.84259569857507,0.7371022567066969,11.86772666204442,0.46254531309555685,9.61,0.15182094717133074
eval_signal_zero_0.05GeV,1.24,0.05,0.3862196963467216,21.88604358645987,0.2499988181790248,38.77542142904446,26.7523850444258,0.7985565001119005,23.97666666666667,0.42532634529264707,39.84323075191067,25.091292920329817,0.3739154843994619,25.43109538537418,0.21596334565538358,46.007,0.23625198411865245
eval_signal_neg_91_low,0.33,0.005,0.005774612874137439,0.011520005482454836,0.005908391567007972,0.009526279441628824,0.01191819945549115,0.004977368134706042,0.02666666666666667,0.005692099788303083,0.009526279441628824,0.02283599699204503,0.003973597071195132,0.026870057685088808,0.004082482904638631,0.011,0.007358668357794093
eval_signal_neg_58_low,0.66,0.005,0.006114295984380818,0.010677078252031314,0.0062776660399459705,0.002598076211353316,0.013001672133263075,0.006843881185220808,0.02666666666666667,0.006957010852370435,0.002598076211353316,0.023800898273399044,0.00516567619255367,0.026162950903902256,0.0053072277760302196,0.003,0.011618950038622249
eval_signal_neg_24_low,1.0,0.005,0.008831760866327846,0.01095805399550582,0.009601136296387952,0.010392304845413263,0.013723987251777689,0.008399308727316446,0.026,0.008538149682454624,0.010392304845413263,0.02315763075249637,0.005960395606792696,0.025809397513308983,0.0057154760664940825,0.012,0.009682458365518542
eval_signal_neg_20_low,1.04,0.005,0.0414413394496922,0.0016858544608470494,0.04726713253606377,0.0,0.03467112568870153,0.05848407558279599,0.002333333333333333,0.0641942365014181,0.0,0.017368223064372277,0.04212012895466839,0.0024748737341529162,0.04409081537009721,0.0,0.0058094750193111245
eval_signal_neg_16_low,1.08,0.005,0.6155057957610023,0.10452297657251707,0.6580471107755128,0.038105117766515297,0.4994809044528564,1.2418533496091573,0.13833333333333334,1.2102036605464388,0.038105117766515297,0.2492661643497873,0.6774983006387699,0.1467246570962086,0.6470735403852229,0.044,0.024399795081106727
eval_signal_neg_8_low,1.16,0.005,0.6229788241863565,9.00667745707536,0.45863889538899383,8.462800245781533,10.112772816763869,1.4904106708360405,11.227,0.9078899162343418,8.480986779261007,10.885051354954648,0.7156448325222432,11.906971088400274,0.46172881651462916,9.793,0.1494971571636063
eval_signal_zero_low,1.24,0.005,0.3943720909925627,21.91414116080732,0.25627648421897076,38.59269006884594,26.746606523477688,0.8175327161254674,24.001333333333335,0.43544563380518586,39.59901158804345,25.134070210469844,0.3913993115127204,25.457258336278084,0.22453655975512468,45.725,0.21495057571451165
