stem,z_m,m_chi_GeV,raw,L,S,occ,comb
eval_signal_neg_91_5GeV,0.33,5.0,28.020411576760157,0.03933333333333334,28.456813085169703,0.019052558883257648,26.481776075195075
eval_signal_neg_58_5GeV,0.66,5.0,22.173431445515273,0.028,22.35478622050065,0.0069282032302755096,19.853788232817145
eval_signal_neg_24_5GeV,1.0,5.0,0.07172432858064848,0.03433333333333334,0.08150438200314315,0.013856406460551019,0.06470578575117854
eval_signal_neg_20_5GeV,1.04,5.0,0.9832344056997416,0.001,1.1060373766611273,0.0,0.4759608278812652
eval_signal_neg_16_5GeV,1.08,5.0,17.18199711707095,0.12266666666666667,17.148652904195462,0.04416729559300637,7.46698545858432
eval_signal_neg_8_5GeV,1.16,5.0,14.087880341529075,11.024000000000001,11.698988422386906,8.27487273316031,12.555411119795991
eval_signal_zero_5GeV,1.24,5.0,11.552119774130723,26.854333333333333,7.3226286337040785,39.51587314928015,25.43559551038155
eval_signal_neg_91_0.5GeV,0.33,0.5,0.07847863755012659,0.024000000000000004,0.08739626503951495,0.009526279441628824,0.054439963973347334
eval_signal_neg_58_0.5GeV,0.66,0.5,0.01897639186662897,0.02366666666666667,0.02258555163942521,0.0069282032302755096,0.029864208808236252
eval_signal_neg_24_0.5GeV,1.0,0.5,0.009970646573991493,0.021666666666666667,0.010474458731327635,0.008660254037844387,0.022087071097758062
eval_signal_neg_20_0.5GeV,1.04,0.5,0.06947289225748911,0.002,0.0746305184607094,0.0008660254037844387,0.03390832041768491
eval_signal_neg_16_0.5GeV,1.08,0.5,1.4711528203044222,0.14333333333333334,1.433036885179762,0.05022947341949744,0.6224821023466743
eval_signal_neg_8_0.5GeV,1.16,0.5,1.75901503590837,11.275333333333334,1.0667581564186488,8.487048957087499,10.746137802830345
eval_signal_zero_0.5GeV,1.24,0.5,1.0797245338351433,26.982,0.5757679033876659,39.747101932090594,25.255788086515295
eval_signal_neg_91_0.05GeV,0.33,0.05,0.005789407688124092,0.02266666666666667,0.005891883036371795,0.007794228634059948,0.021775985589338933
eval_signal_neg_58_0.05GeV,0.66,0.05,0.007719210250832123,0.029666666666666668,0.007855844048495726,0.008660254037844387,0.027686610249302357
eval_signal_neg_24_0.05GeV,1.0,0.05,0.006111041448575431,0.02766666666666667,0.006219209871725783,0.0069282032302755096,0.027064439232464103
eval_signal_neg_20_0.05GeV,1.04,0.05,0.0659349208925244,0.002333333333333333,0.07102992327181552,0.0017320508075688774,0.03639700448503793
eval_signal_neg_16_0.05GeV,1.08,0.05,1.296184054618894,0.15433333333333332,1.259553662442148,0.05802370205355739,0.5723973354911948
eval_signal_neg_8_0.05GeV,1.16,0.05,1.5068541677145209,11.229333333333335,0.9332088075942214,8.32337015577224,10.702274746143248
eval_signal_zero_0.05GeV,1.24,0.05,0.8922120514920129,26.996000000000002,0.4818251016410712,39.93156534309668,25.26449848075103
eval_signal_neg_91_low,0.33,0.005,0.0064326752090267695,0.024000000000000004,0.007528517213141737,0.009526279441628824,0.0236424986398537
eval_signal_neg_58_low,0.66,0.005,0.0083624777717348,0.024666666666666667,0.008510497719203702,0.002598076211353316,0.02488684067353021
eval_signal_neg_24_low,1.0,0.005,0.009970646573991493,0.023333333333333334,0.010147131895973646,0.010392304845413263,0.026753353724044974
eval_signal_neg_20_low,1.04,0.005,0.061753682006656985,0.002333333333333333,0.06742932808292165,0.0,0.03701917550187619
eval_signal_neg_16_low,1.08,0.005,1.284605239242646,0.13799999999999998,1.2530071257350683,0.038105117766515297,0.57768578913432
eval_signal_neg_8_low,1.16,0.005,1.5425555151246193,11.266666666666667,0.9413919784780712,8.483584855472362,10.738360665119865
eval_signal_zero_low,1.24,0.005,0.916977851046766,27.01666666666667,0.4922995603723988,39.685614128421896,25.29622920260978
