stem,z_m,m_chi_GeV,cons_SIC_raw,cons_SIC_L,cons_SIC_S,cons_SIC_occ,cons_SIC_comb,rand_SIC_raw,rand_SIC_L,rand_SIC_S,rand_SIC_occ,rand_SIC_comb,dom_cons,dom_rand,flipped
eval_signal_neg_91_5GeV,0.33,5.0,27.10145840796598,0.04212070567017896,26.61891122104264,0.019052558883257648,27.563925663809208,26.26736682827019,0.0431397550009091,25.824731171654726,0.036006409685798144,26.71587035640052,comb,comb,0
eval_signal_neg_58_5GeV,0.66,5.0,21.446234950414656,0.030231796811660706,20.91098774792214,0.0069282032302755096,17.98282385628447,20.78679511788018,0.030911163032147464,20.287232022803376,0.02887306437068719,19.607070176342003,raw,raw,0
eval_signal_neg_24_5GeV,1.0,5.0,0.06688338431011244,0.03736514212677167,0.07348469228349533,0.013856406460551019,0.041101656339448824,0.06512645042879694,0.03736514212677167,0.07129062309432055,0.028533381260443816,0.07146747511980538,S,comb,1
eval_signal_neg_20_5GeV,1.04,5.0,0.94849971516992,0.0010190493307301362,1.0324599265831094,0.0,0.07948584779695063,0.9214186690296456,0.0010190493307301362,1.0031184757896687,0.02106035283508948,0.4231127509305292,S,S,0
eval_signal_neg_16_5GeV,1.08,5.0,16.617876774241378,0.12534306767980677,16.040789766833488,0.04416729559300637,0.9990080272257769,16.11306776558027,0.12534306767980677,15.573733659217218,0.04008260700871869,6.493104719623734,raw,raw,0
eval_signal_neg_8_5GeV,1.16,5.0,13.606569052744222,11.206145806929065,10.926255183902212,8.271408631545173,11.48706373910034,13.19896062023618,11.208183905590523,10.619035354161939,3.2667324712105734,12.377470989665055,raw,raw,0
eval_signal_zero_5GeV,1.24,5.0,10.42291995958287,24.499304643193447,6.332237171312363,39.41195010082602,26.541819185086883,10.338824005571514,24.500663375634424,6.201987164942995,15.478679967570281,24.98515579299037,occ,comb,1
eval_signal_neg_91_0.5GeV,0.33,0.5,0.0743494365121715,0.02615559948874016,0.08022078907614907,0.009526279441628824,0.03260957858336436,0.07236272269866326,0.026495282598983542,0.07812264114085961,0.03294926169360774,0.06261309767133391,S,S,0
eval_signal_neg_58_0.5GeV,0.66,0.5,0.017420788471471143,0.02615559948874016,0.01990210416011332,0.0069282032302755096,0.026495282598983542,0.016884635296354762,0.02615559948874016,0.01930787708804515,0.03328894480385112,0.04427188724235731,comb,comb,0
eval_signal_neg_24_0.5GeV,1.0,0.5,0.0090214797441547,0.024796867047766645,0.009185586535436916,0.008660254037844387,0.019701620394115965,0.009045340337332907,0.025815916378496784,0.009208372149683071,0.027514331929713677,0.03383637096380166,L,comb,1
eval_signal_neg_20_0.5GeV,1.04,0.5,0.06563904227643592,0.0020380986614602723,0.06889189901577687,0.0008660254037844387,0.014946056850708664,0.06452342773964141,0.0020380986614602723,0.06713200341381852,0.025136550158010026,0.043955659476340475,S,S,0
eval_signal_neg_16_0.5GeV,1.08,0.5,1.421660773475413,0.14538437118416608,1.3392585168667026,0.05022947341949744,0.2615559948874016,1.3785098674095353,0.14538437118416608,1.30105387147135,0.04246038878042234,0.5752183063846282,raw,raw,0
eval_signal_neg_8_0.5GeV,1.16,0.5,1.6982157904600177,11.452416061855514,0.9963299528770576,8.486182931683713,11.508124091935427,1.6468549640837449,11.454793843627218,0.9692554298198665,3.355389762984095,10.890884261619899,comb,L,1
eval_signal_zero_0.5GeV,1.24,0.5,0.9478775441530818,24.472129994373976,0.48408041041752553,39.65876734090458,26.515663585598144,0.9395093497043114,24.47314904370471,0.4761619534174827,15.573111872217941,24.7416604131574,occ,comb,1
eval_signal_neg_91_0.05GeV,0.33,0.05,0.00528845364312517,0.023438134606793132,0.005205165703414253,0.007794228634059948,0.022079402165819616,0.005125692857821982,0.02377781771703651,0.00504975246918104,0.030571479921904086,0.0341525987298185,L,comb,1
eval_signal_neg_58_0.05GeV,0.66,0.05,0.006843881185220808,0.033628627914094496,0.006429910574805842,0.008660254037844387,0.027854015039957054,0.0066332495807108,0.03396831102433787,0.006534973783646051,0.025476233268253407,0.03510128202786902,L,comb,1
eval_signal_neg_24_0.05GeV,1.0,0.05,0.004977368134706042,0.030231796811660706,0.005205165703414253,0.0069282032302755096,0.027514331929713677,0.005125692857821982,0.030231796811660706,0.00504975246918104,0.02615559948874016,0.03573373755990269,L,comb,1
eval_signal_neg_20_0.05GeV,1.04,0.05,0.06252818719224465,0.002377781771703651,0.06521766440160211,0.0017320508075688774,0.01766352173265569,0.06120680294928602,0.002377781771703651,0.0638645165219955,0.021400035945332862,0.04079338181617209,S,S,0
eval_signal_neg_16_0.05GeV,1.08,0.05,1.2536745989290843,0.15693359693244097,1.1782045662787086,0.05802370205355739,0.2734449037459199,1.2153922299929651,0.15693359693244097,1.145996766241203,0.04857468476480316,0.5432793020169276,raw,raw,0
eval_signal_neg_8_0.05GeV,1.16,0.05,1.4546358373678407,11.403841377090712,0.8710997897772677,8.322504130368456,11.450717646304298,1.4104700699347783,11.405879475752172,0.8462791049821636,3.291189655148097,10.8326983526728,comb,L,1
eval_signal_zero_0.05GeV,1.24,0.05,0.7994897566371579,24.4887744667759,0.4127390216589655,39.84409677731445,26.519739782921064,0.7938793702732516,24.48945383299639,0.4039801975344831,15.643426276038321,24.746087601881637,occ,comb,1
eval_signal_neg_91_low,0.33,0.005,0.004977368134706042,0.0271746488194703,0.00551135192126215,0.009526279441628824,0.02411750082727989,0.006030226891555273,0.027514331929713677,0.005643840994967044,0.02955243059117395,0.036998648623970044,L,comb,1
eval_signal_neg_58_low,0.66,0.005,0.007154966693639935,0.0271746488194703,0.007042283010501637,0.002598076211353316,0.025136550158010026,0.0069347609252885635,0.027514331929713677,0.0068320180465390535,0.02615559948874016,0.036049965325919524,L,comb,1
eval_signal_neg_24_low,1.0,0.005,0.008399308727316446,0.026495282598983542,0.008267027881893225,0.010392304845413263,0.02411750082727989,0.008442317648177381,0.0271746488194703,0.008317239361004064,0.025476233268253407,0.0366824208579532,L,comb,1
eval_signal_neg_20_low,1.04,0.005,0.05848407558279599,0.002377781771703651,0.06215580222312314,0.0,0.018342887953142453,0.057287155469775086,0.002377781771703651,0.06059702963017247,0.02445718393752327,0.04237452064625629,S,S,0
eval_signal_neg_16_low,1.08,0.005,1.2418533496091573,0.14130817386124553,1.1717746557039026,0.038105117766515297,0.2632544104386185,1.2048393329327436,0.14130817386124553,1.1391647481946638,0.040761973229205446,0.532843785738372,raw,raw,0
eval_signal_neg_8_low,1.16,0.005,1.4904106708360405,11.44188588543797,0.879060631441313,8.480986779261007,11.494876450635935,1.4457468972503766,11.442565251658456,0.8542993000802747,3.346218319007524,10.875072873319057,comb,L,1
eval_signal_zero_low,1.24,0.005,0.8184659726507247,24.51662848181586,0.42253698063009815,39.60074363885102,26.565257319693675,0.8062413354009399,24.51764753114659,0.4137826582099522,15.552051519382854,24.78972703359196,occ,comb,1
