z_m,m_chi_GeV,stem,def_raw,def_L,def_S,def_occ,def_comb,ora_raw,ora_L,ora_S,ora_occ,ora_comb,shift_raw,shift_L,shift_S,shift_occ,shift_comb
0.33,5.0,eval_signal_neg_91_5GeV,27.10145840796598,0.04212070567017896,26.61891122104264,0.019052558883257648,27.563925663809208,27.10145840796598,0.04212070567017896,26.61891122104264,0.019052558883257648,27.564265346919456,0.0,0.0,0.0,0.0,0.0003396831102477904
0.66,5.0,eval_signal_neg_58_5GeV,21.446234950414656,0.030231796811660706,20.91098774792214,0.0069282032302755096,17.98282385628447,21.446234950414656,0.030231796811660706,20.91098774792214,0.0069282032302755096,17.98282385628447,0.0,0.0,0.0,0.0,0.0
1.0,5.0,eval_signal_neg_24_5GeV,0.06688338431011244,0.03736514212677167,0.07348469228349533,0.013856406460551019,0.041101656339448824,0.06937206837746546,0.03736514212677167,0.07624036824412642,0.013856406460551019,0.0414413394496922,0.002488684067353017,0.0,0.0027556759606310877,0.0,0.0003396831102433773
1.04,5.0,eval_signal_neg_20_5GeV,0.94849971516992,0.0010190493307301362,1.0324599265831094,0.0,0.07948584779695063,0.9509883992372731,0.0010190493307301362,1.0346032301080448,0.0,0.079825530907194,0.002488684067353031,0.0,0.0021433035249354138,0.0,0.0003396831102433773
1.08,5.0,eval_signal_neg_16_5GeV,16.617876774241378,0.12534306767980677,16.040789766833488,0.04416729559300637,0.9990080272257769,16.618498945258214,0.12602243390029352,16.041095953051336,0.04416729559300637,1.0000270765565071,0.0006221710168361483,0.0006793662204867545,0.00030618621784839206,0.0,0.0010190493307302706
1.16,5.0,eval_signal_neg_8_5GeV,13.606569052744222,11.206145806929065,10.926255183902212,8.271408631545173,11.48706373910034,13.625856354266208,11.253361759252893,10.943401612101695,8.27487273316031,11.508803458155915,0.019287301521986322,0.04721595232382825,0.01714642819948331,0.003464101615136883,0.021739719055576145
1.24,5.0,eval_signal_zero_5GeV,10.42291995958287,24.499304643193447,6.332237171312363,39.41195010082602,26.541819185086883,11.173258205889805,27.37777931939584,6.8496918794753086,39.51587314928015,27.447414356995733,0.750338246306935,2.8784746762023943,0.5174547081629459,0.10392304845412781,0.9055951719088497
0.33,0.5,eval_signal_neg_91_0.5GeV,0.0743494365121715,0.02615559948874016,0.08022078907614907,0.009526279441628824,0.03260957858336436,0.07590486405426713,0.02615559948874016,0.08175172016538856,0.009526279441628824,0.03328894480385112,0.0015554275420956304,0.0,0.00153093108923949,0.0,0.0006793662204867615
0.66,0.5,eval_signal_neg_58_0.5GeV,0.017420788471471143,0.02615559948874016,0.01990210416011332,0.0069282032302755096,0.026495282598983542,0.01835404499672853,0.02615559948874016,0.02112684903150491,0.0069282032302755096,0.026495282598983542,0.0009332565252573866,0.0,0.0012247448713915907,0.0,0.0
1.0,0.5,eval_signal_neg_24_0.5GeV,0.0090214797441547,0.024796867047766645,0.009185586535436916,0.008660254037844387,0.019701620394115965,0.009643650760992956,0.024796867047766645,0.009797958971132711,0.008660254037844387,0.019701620394115965,0.000622171016838256,0.0,0.0006123724356957953,0.0,0.0
1.04,0.5,eval_signal_neg_20_0.5GeV,0.06563904227643592,0.0020380986614602723,0.06889189901577687,0.0008660254037844387,0.014946056850708664,0.06719446981853157,0.0020380986614602723,0.06981045766932056,0.0008660254037844387,0.015285739960952043,0.0015554275420956443,0.0,0.0009185586535436913,0.0,0.000339683110243379
1.08,0.5,eval_signal_neg_16_0.5GeV,1.421660773475413,0.14538437118416608,1.3392585168667026,0.05022947341949744,0.2615559948874016,1.4229051155090897,0.14606373740465287,1.340483261738094,0.05022947341949744,0.2622353611078884,0.0012443420336767375,0.0006793662204867823,0.0012247448713913478,0.0,0.0006793662204868101
