z_m,m_chi_GeV,stem,def_raw,def_L,def_S,def_occ,def_comb,ora_raw,ora_L,ora_S,ora_occ,ora_comb,shift_raw,shift_L,shift_S,shift_occ,shift_comb
1.16,0.5,eval_signal_neg_8_0.5GeV,1.6982157904600177,11.452416061855514,0.9963299528770576,8.486182931683713,11.508124091935427,1.7013266455442089,11.507444725714942,0.9978608839662971,8.487048957087499,11.53054317721149,0.0031108550841911775,0.05502866385942795,0.0015309310892395178,0.0008660254037859971,0.022419085276062845
1.24,0.5,eval_signal_zero_0.5GeV,0.9478775441530818,24.472129994373976,0.48408041041752553,39.65876734090458,26.515663585598144,1.0443140517630114,27.506858901288325,0.5385815571944512,39.747101932090594,27.510595415501,0.09643650760992961,3.0347289069143493,0.05450114677692569,0.08833459118601183,0.9949318299028569
0.33,0.05,eval_signal_neg_91_0.05GeV,0.00528845364312517,0.023438134606793132,0.005205165703414253,0.007794228634059948,0.022079402165819616,0.005599539151544298,0.023438134606793132,0.00551135192126215,0.007794228634059948,0.022079402165819616,0.000311085508419128,0.0,0.0003061862178478968,0.0,0.0
0.66,0.05,eval_signal_neg_58_0.05GeV,0.006843881185220808,0.033628627914094496,0.006429910574805842,0.008660254037844387,0.027854015039957054,0.007466052202059063,0.033628627914094496,0.0073484692283495336,0.008660254037844387,0.027514331929713677,0.0006221710168382551,0.0,0.0009185586535436913,0.0,-0.0003396831102433773
1.0,0.05,eval_signal_neg_24_0.05GeV,0.004977368134706042,0.030231796811660706,0.005205165703414253,0.0069282032302755096,0.027514331929713677,0.005910624659963425,0.030231796811660706,0.005817538139110048,0.0069282032302755096,0.027514331929713677,0.0009332565252573831,0.0,0.0006123724356957945,0.0,0.0
1.04,0.05,eval_signal_neg_20_0.05GeV,0.06252818719224465,0.002377781771703651,0.06521766440160211,0.0017320508075688774,0.01766352173265569,0.06377252922592117,0.002377781771703651,0.0664424092729937,0.0017320508075688774,0.01766352173265569,0.0012443420336765154,0.0,0.0012247448713915976,0.0,0.0
1.08,0.05,eval_signal_neg_16_0.05GeV,1.2536745989290843,0.15693359693244097,1.1782045662787086,0.05802370205355739,0.2734449037459199,1.2536745989290843,0.15727328004268434,1.1782045662787086,0.05802370205355739,0.2734449037459199,0.0,0.0003396831102433773,0.0,0.0,0.0
1.16,0.05,eval_signal_neg_8_0.05GeV,1.4546358373678407,11.403841377090712,0.8710997897772677,8.322504130368456,11.450717646304298,1.457435606943613,11.463285921383301,0.872936907084355,8.32337015577224,11.479930393785228,0.002799769575772215,0.05944454429258883,0.0018371173070873548,0.0008660254037842208,0.029212747480929835
1.24,0.05,eval_signal_zero_0.05GeV,0.7994897566371579,24.4887744667759,0.4127390216589655,39.84409677731445,26.519739782921064,0.86295120035466,27.52146527502879,0.45070611267210475,39.93156534309668,27.522144641249277,0.06346144371750206,3.0326908082528874,0.037967091013139276,0.08746856578223117,1.0024048583282124
0.33,0.005,eval_signal_neg_91_low,0.004977368134706042,0.0271746488194703,0.00551135192126215,0.009526279441628824,0.02411750082727989,0.006221710168382553,0.0271746488194703,0.007042283010501637,0.009526279441628824,0.02411750082727989,0.001244342033676511,0.0,0.0015309310892394866,0.0,0.0
0.66,0.005,eval_signal_neg_58_low,0.007154966693639935,0.0271746488194703,0.007042283010501637,0.002598076211353316,0.025136550158010026,0.008088223218897317,0.0271746488194703,0.007960841664045327,0.002598076211353316,0.025136550158010026,0.0009332565252573822,0.0,0.0009185586535436904,0.0,0.0
1.0,0.005,eval_signal_neg_24_low,0.008399308727316446,0.026495282598983542,0.008267027881893225,0.010392304845413263,0.02411750082727989,0.009643650760992956,0.026495282598983542,0.009491772753284814,0.010392304845413263,0.02445718393752327,0.0012443420336765102,0.0,0.001224744871391589,0.0,0.00033968311024338074
1.04,0.005,eval_signal_neg_20_low,0.05848407558279599,0.002377781771703651,0.06215580222312314,0.0,0.018342887953142453,0.059728417616472504,0.002377781771703651,0.06307436087666683,0.0,0.018682571063385833,0.0012443420336765154,0.0,0.0009185586535436913,0.0,0.00033968311024338074
1.08,0.005,eval_signal_neg_16_low,1.2418533496091573,0.14130817386124553,1.1717746557039026,0.038105117766515297,0.2632544104386185,1.2424755206259959,0.14130817386124553,1.1720808419217505,0.038105117766515297,0.26427345976934863,0.0006221710168385908,0.0,0.00030618621784794797,0.0,0.001019049330730104
1.16,0.005,eval_signal_neg_8_low,1.4904106708360405,11.44188588543797,0.879060631441313,8.480986779261007,11.494876450635935,1.491966098378136,11.499632014179344,0.8805915625305525,8.483584855472362,11.518314585242729,0.0015554275420954777,0.05774612874137475,0.0015309310892395178,0.0025980762113544387,0.02343813460679378
1.24,0.005,eval_signal_zero_low,0.8184659726507247,24.51662848181586,0.42253698063009815,39.60074363885102,26.565257319693675,0.8869047845029329,27.545243092745824,0.4605040716432374,39.685614128421896,27.554414536722398,0.06843881185220813,3.0286146109299636,0.037967091013139276,0.08487048957087495,0.9891572170287226
