stem,z_m,m_chi_GeV,dom4,dom5,sic_raw,sic_L,sic_S,sic_occ,sic_shellII,flipped
eval_signal_neg_91_5GeV,0.33,5.0,comb4,shellII,27.10145840796598,0.04212070567017896,26.61891122104264,0.019052558883257648,30.81412242004048,1
eval_signal_neg_58_5GeV,0.66,5.0,raw,shellII,21.446234950414656,0.030231796811660706,20.91098774792214,0.0069282032302755096,30.835028614469817,1
eval_signal_neg_24_5GeV,1.0,5.0,S,shellII,0.06688338431011244,0.03736514212677167,0.07348469228349533,0.013856406460551019,12.48389277815825,1
eval_signal_neg_20_5GeV,1.04,5.0,S,shellII,0.94849971516992,0.0010190493307301362,1.0324599265831094,0.0,10.834554854563788,1
eval_signal_neg_16_5GeV,1.08,5.0,raw,raw,16.617876774241378,0.12534306767980677,16.040789766833488,0.04416729559300637,8.415868975969722,0
eval_signal_neg_8_5GeV,1.16,5.0,raw,raw,13.606569052744222,11.206145806929065,10.926255183902212,8.271408631545173,6.176333101947052,0
eval_signal_zero_5GeV,1.24,5.0,occ,occ,10.42291995958287,24.499304643193447,6.332237171312363,39.41195010082602,4.3899791964003185,0
eval_signal_neg_91_0.5GeV,0.33,0.5,S,shellII,0.0743494365121715,0.02615559948874016,0.08022078907614907,0.009526279441628824,5.402803908061583,1
eval_signal_neg_58_0.5GeV,0.66,0.5,comb4,shellII,0.017420788471471143,0.02615559948874016,0.01990210416011332,0.0069282032302755096,1.3264176281013198,1
eval_signal_neg_24_0.5GeV,1.0,0.5,L,L,0.0090214797441547,0.024796867047766645,0.009185586535436916,0.008660254037844387,0.019941293147982986,0
eval_signal_neg_20_0.5GeV,1.04,0.5,S,S,0.06563904227643592,0.0020380986614602723,0.06889189901577687,0.0008660254037844387,0.019619659387531647,0
eval_signal_neg_16_0.5GeV,1.08,0.5,raw,raw,1.421660773475413,0.14538437118416608,1.3392585168667026,0.05022947341949744,0.02991193972197448,0
eval_signal_neg_8_0.5GeV,1.16,0.5,comb4,L,1.6982157904600177,11.452416061855514,0.9963299528770576,8.486182931683713,0.03988258629596597,1
eval_signal_zero_0.5GeV,1.24,0.5,occ,occ,0.9478775441530818,24.472129994373976,0.48408041041752553,39.65876734090458,0.08201660891509131,0
eval_signal_neg_91_0.05GeV,0.33,0.05,L,L,0.00528845364312517,0.023438134606793132,0.005205165703414253,0.007794228634059948,0.015438420501664246,0
eval_signal_neg_58_0.05GeV,0.66,0.05,L,L,0.006843881185220808,0.033628627914094496,0.006429910574805842,0.008660254037844387,0.01447351922031023,0
eval_signal_neg_24_0.05GeV,1.0,0.05,L,L,0.004977368134706042,0.030231796811660706,0.005205165703414253,0.0069282032302755096,0.01447351922031023,0
eval_signal_neg_20_0.05GeV,1.04,0.05,S,S,0.06252818719224465,0.002377781771703651,0.06521766440160211,0.0017320508075688774,0.015760054262115585,0
eval_signal_neg_16_0.05GeV,1.08,0.05,raw,raw,1.2536745989290843,0.15693359693244097,1.1782045662787086,0.05802370205355739,0.01833312434572629,0
eval_signal_neg_8_0.05GeV,1.16,0.05,comb4,L,1.4546358373678407,11.403841377090712,0.8710997897772677,8.322504130368456,0.02894703844062046,1
eval_signal_zero_0.05GeV,1.24,0.05,occ,occ,0.7994897566371579,24.4887744667759,0.4127390216589655,39.84409677731445,0.06368348456936501,0
eval_signal_neg_91_low,0.33,0.005,L,L,0.004977368134706042,0.0271746488194703,0.00551135192126215,0.009526279441628824,0.014151885459858893,0
eval_signal_neg_58_low,0.66,0.005,L,L,0.007154966693639935,0.0271746488194703,0.007042283010501637,0.002598076211353316,0.01479515298076157,0
eval_signal_neg_24_low,1.0,0.005,L,L,0.008399308727316446,0.026495282598983542,0.008267027881893225,0.010392304845413263,0.01479515298076157,0
eval_signal_neg_20_low,1.04,0.005,S,S,0.05848407558279599,0.002377781771703651,0.06215580222312314,0.0,0.0125437166576022,0
eval_signal_neg_16_low,1.08,0.005,raw,raw,1.2418533496091573,0.14130817386124553,1.1717746557039026,0.038105117766515297,0.020584560668885664,0
eval_signal_neg_8_low,1.16,0.005,comb4,L,1.4904106708360405,11.44188588543797,0.879060631441313,8.480986779261007,0.02701723587791243,1
eval_signal_zero_low,1.24,0.005,occ,occ,0.8184659726507247,24.51662848181586,0.42253698063009815,39.60074363885102,0.07333249738290516,0
