stem,z_m,m_chi_GeV,channel,target_1e-02_SIC,target_1e-02_eb,target_1e-02_es,target_2e-03_SIC,target_2e-03_eb,target_2e-03_es,target_1e-03_SIC,target_1e-03_eb,target_1e-03_es,target_5e-04_SIC,target_5e-04_eb,target_5e-04_es,target_2e-04_SIC,target_2e-04_eb,target_2e-04_es,target_1e-04_SIC,target_1e-04_eb,target_1e-04_es
zero_5GeV,1.24,5.0,raw,7.3382,0.01,0.73382,7.857132452171577,0.0020666666666666667,0.35719,4.809879296172618,0.0010666666666666667,0.15709,2.3988903684828946,0.0005333333333333334,0.0554,0.048083261120685235,0.0002,0.00068,0.052672573508420875,0.00016666666666666666,0.00068
zero_5GeV,1.24,5.0,L,0.0,0.010066666666666666,0.0,0.0,0.0020666666666666667,0.0,0.0,0.001,0.0,0.0,0.0005,0.0,0.0,0.00023333333333333333,0.0,0.0,0.00016666666666666666,0.0
zero_5GeV,1.24,5.0,S,8.2784,0.01,0.82784,10.636528155371,0.002,0.47568,7.614128904066567,0.0010333333333333334,0.24476,3.335063829973873,0.0005333333333333334,0.07702,0.05302694732734615,0.00023333333333333333,0.00081,0.06274233020856015,0.00016666666666666666,0.00081
zero_5GeV,1.24,5.0,occ,1.9593309638905403,0.054233333333333335,0.45629,1.9593309638905403,0.054233333333333335,0.45629,10.468010520779863,0.0019,0.45629,10.468010520779863,0.0019,0.45629,21.91946258991696,0.0004333333333333333,0.45629,39.41195010082602,0.00013333333333333334,0.45509
zero_5GeV,1.24,5.0,comb,7.7879,0.01,0.77879,13.411817463782386,0.0022,0.62907,15.231233406843648,0.0010666666666666667,0.49745,0.04293250516799596,0.0005,0.00096,0.024748737341529162,0.0002,0.00035,0.024748737341529162,0.0002,0.00035
zero_5GeV,1.24,5.0,SUP,10.0,0.01,1.0,,,,31.622776601683796,0.001,1.0,,,,,,,,,
neg_8_5GeV,1.16,5.0,raw,9.0968,0.01,0.90968,13.938881606337139,0.0020666666666666667,0.63367,11.162937130298637,0.0010666666666666667,0.36458,6.5198722523911465,0.0005333333333333334,0.15057,0.06434671708797582,0.0002,0.00091,0.07048829690097498,0.00016666666666666666,0.00091
neg_8_5GeV,1.16,5.0,L,0.0,0.010066666666666666,0.0,0.0,0.0020666666666666667,0.0,0.0,0.001,0.0,0.0,0.0005,0.0,0.0,0.00023333333333333333,0.0,0.0,0.00016666666666666666,0.0
neg_8_5GeV,1.16,5.0,S,9.284799999999999,0.01,0.92848,15.235449164694817,0.002,0.68135,13.335302489402743,0.0010333333333333334,0.42867,6.675323812370452,0.0005333333333333334,0.15416,0.05826417669300996,0.00023333333333333333,0.00089,0.06893910356249201,0.00016666666666666666,0.00089
neg_8_5GeV,1.16,5.0,occ,0.41029624493138384,0.054233333333333335,0.09555,0.41029624493138384,0.054233333333333335,0.09555,2.1920673371332176,0.0019,0.09555,2.1920673371332176,0.0019,0.09555,4.590073528822822,0.0004333333333333333,0.09555,8.271408631545173,0.00013333333333333334,0.09551
neg_8_5GeV,1.16,5.0,comb,7.887899999999999,0.01,0.78879,11.608352604130276,0.0022,0.54448,7.103520254071216,0.0010666666666666667,0.232,0.01923018460649819,0.0005,0.00043,0.007071067811865475,0.0002,0.0001,0.007071067811865475,0.0002,0.0001
neg_8_5GeV,1.16,5.0,SUP,10.0,0.01,1.0,,,,31.587991547421943,0.001,0.9989,,,,,,,,,
neg_91_5GeV,0.33,5.0,raw,8.8134,0.01,0.88134,18.79693390920702,0.0020666666666666667,0.85452,25.45417884834924,0.0010666666666666667,0.83133,34.78953950812657,0.0005333333333333334,0.80343,41.35089745700812,0.0002,0.58479,45.29763862057271,0.00016666666666666666,0.58479
neg_91_5GeV,0.33,5.0,L,0.005382089502899273,0.010066666666666666,0.00054,0.011438474971665554,0.0020666666666666667,0.00052,0.016443843832875574,0.001,0.00052,0.022807893370497857,0.0005,0.00051,0.033387337206106836,0.00023333333333333333,0.00051,0.0371806401235912,0.00016666666666666666,0.00048
neg_91_5GeV,0.33,5.0,S,8.8314,0.01,0.88314,19.14767369812845,0.002,0.85631,25.96195219062671,0.0010333333333333334,0.83456,34.6379850624643,0.0005333333333333334,0.79993,38.07596679571737,0.00023333333333333333,0.58162,45.05209147642316,0.00016666666666666666,0.58162
neg_91_5GeV,0.33,5.0,occ,0.000944690464520193,0.054233333333333335,0.00022,0.000944690464520193,0.054233333333333335,0.00022,0.0050471461451523595,0.0019,0.00022,0.0050471461451523595,0.0019,0.00022,0.01056845815113575,0.0004333333333333333,0.00022,0.019052558883257648,0.00013333333333333334,0.00022
neg_91_5GeV,0.33,5.0,comb,8.6524,0.01,0.86524,17.953419123589597,0.0022,0.84209,24.602062604078544,0.0010666666666666667,0.8035,0.01744133022449836,0.0005,0.00039,0.0014142135623730952,0.0002,2e-05,0.0014142135623730952,0.0002,2e-05
neg_91_5GeV,0.33,5.0,SUP,9.982999999999999,0.01,0.9983,,,,31.52316485538849,0.001,0.99685,,,,,,,,,
