z_m,m_chi_GeV,stem,def_raw,def_L,def_S,def_occ,def_comb,ora_raw,ora_L,ora_S,ora_occ,ora_comb,shift_raw,shift_L,shift_S,shift_occ,shift_comb
0.33,5.0,eval_signal_neg_91_5GeV,25.45417884834924,0.02184436931083695,25.96195219062671,0.019052558883257648,25.436,25.45448503456709,0.02184436931083695,25.962263276135133,0.019052558883257648,25.437,0.00030618621784839206,0.0,0.00031108550842162686,0.0,0.0010000000000012221
0.66,5.0,eval_signal_neg_58_5GeV,14.93086472713486,0.01302260478146049,15.482725754019981,0.0069282032302755096,9.882666666666667,14.932089472006252,0.01302260478146049,15.483970096053659,0.0069282032302755096,9.884333333333334,0.0012247448713917919,0.0,0.0012443420336776256,0.0,0.0016666666666669272
1.0,5.0,eval_signal_neg_24_5GeV,0.05266402946983832,0.01596319295791931,0.054128878464928205,0.013856406460551019,0.024333333333333332,0.05327640190553412,0.01596319295791931,0.055373220498604714,0.013856406460551019,0.024333333333333332,0.0006123724356957988,0.0,0.0012443420336765085,0.0,0.0
1.04,5.0,eval_signal_neg_20_5GeV,1.2550573069585307,0.0,1.284472064262578,0.0,0.17500000000000002,1.257506796701314,0.0,1.2869607483299308,0.0,0.17533333333333334,0.0024494897427833617,0.0,0.0024886840673528088,0.0,0.0003333333333333244
1.08,5.0,eval_signal_neg_16_5GeV,17.68011077719113,0.00042008402520840295,18.219656057091466,0.04416729559300637,2.409333333333333,17.681029335844674,0.0,18.220900399125142,0.04416729559300637,2.4110000000000005,0.0009185586535451762,-0.00042008402520840295,0.0012443420336758493,0.0,0.0016666666666673713
1.16,5.0,eval_signal_neg_8_5GeV,11.162937130298637,0.0,13.335302489402743,8.271408631545173,4.402,11.175796951448248,0.0,13.355834132958405,8.27487273316031,4.405333333333333,0.01285982114961115,0.0,0.02053164355566217,0.003464101615136883,0.0033333333333329662
1.24,5.0,eval_signal_zero_5GeV,4.809879296172618,0.0,7.614128904066567,39.41195010082602,15.620666666666667,5.149745997983784,0.0,8.241588374547948,39.51587314928015,15.660333333333334,0.3398667018111663,0.0,0.627459470481381,0.10392304845412781,0.03966666666666718
0.33,0.5,eval_signal_neg_91_0.5GeV,0.01990210416011332,0.012602520756252086,0.019909472538824167,0.009526279441628824,0.015333333333333334,0.02112684903150491,0.012602520756252086,0.021775985589338933,0.009526279441628824,0.015666666666666666,0.0012247448713915907,0.0,0.0018665130505147662,0.0,0.0003333333333333313
0.66,0.5,eval_signal_neg_58_0.5GeV,0.010716517624676403,0.010922184655418474,0.011199078303088595,0.0069282032302755096,0.013,0.0110227038425243,0.010922184655418474,0.012132334828345977,0.0069282032302755096,0.013,0.00030618621784789767,0.0,0.0009332565252573814,0.0,0.0
1.0,0.5,eval_signal_neg_24_0.5GeV,0.008573214099741122,0.009241848554584865,0.008399308727316446,0.008660254037844387,0.011666666666666667,0.008573214099741122,0.009241848554584865,0.008710394235735571,0.008660254037844387,0.011666666666666667,0.0,0.0,0.0003110855084191254,0.0,0.0
1.04,0.5,eval_signal_neg_20_0.5GeV,0.06521766440160211,0.00042008402520840295,0.06626121329327418,0.0008660254037844387,0.015333333333333334,0.06491147818375421,0.0,0.06626121329327418,0.0008660254037844387,0.015,-0.00030618621784789246,-0.00042008402520840295,0.0,0.0,-0.0003333333333333348
1.08,0.5,eval_signal_neg_16_0.5GeV,1.1708560970503592,0.0,1.2318986133397454,0.05022947341949744,0.154,1.1714684694860549,0.0,1.2334540408818409,0.05022947341949744,0.155,0.0006123724356956739,0.0,0.0015554275420954777,0.0,0.0010000000000000009
1.16,0.5,eval_signal_neg_8_0.5GeV,0.6907561074648562,0.0,0.9858299761802155,8.486182931683713,3.371666666666667,0.691062293682704,0.0,0.9886297457559876,8.487048957087499,3.371666666666667,0.00030618621784783695,0.0,0.002799769575772104,0.0008660254037859971,0.0
1.24,0.5,eval_signal_zero_0.5GeV,0.30159342458017874,0.0,0.5164019439757518,39.65876734090458,15.329,0.32149552874029214,0.0,0.5795523021848348,39.747101932090594,15.357666666666667,0.0199021041601134,0.0,0.06315035820908299,0.08833459118601183,0.028666666666666174
0.33,0.05,eval_signal_neg_91_0.05GeV,0.005205165703414253,0.011342268680626879,0.005599539151544298,0.007794228634059948,0.011333333333333334,0.00551135192126215,0.011342268680626879,0.006221710168382553,0.007794228634059948,0.011333333333333334,0.0003061862178478968,0.0,0.0006221710168382551,0.0,0.0
0.66,0.05,eval_signal_neg_58_0.05GeV,0.004592793267718458,0.01302260478146049,0.004666282626286914,0.008660254037844387,0.012000000000000002,0.005205165703414253,0.01302260478146049,0.00528845364312517,0.008660254037844387,0.012666666666666668,0.0006123724356957953,0.0,0.000622171016838256,0.0,0.0006666666666666661
1.0,0.05,eval_signal_neg_24_0.05GeV,0.005205165703414253,0.009661932579793267,0.00528845364312517,0.0069282032302755096,0.011000000000000001,0.00551135192126215,0.009661932579793267,0.005599539151544298,0.0069282032302755096,0.010666666666666668,0.0003061862178478968,0.0,0.000311085508419128,0.0,-0.00033333333333333305
1.04,0.05,eval_signal_neg_20_0.05GeV,0.06154342978742734,0.0,0.0640836147343403,0.0017320508075688774,0.015,0.06215580222312314,0.0,0.06439470024275941,0.0017320508075688774,0.015333333333333334,0.0006123724356957988,0.0,0.000311085508419115,0.0,0.0003333333333333348
1.08,0.05,eval_signal_neg_16_0.05GeV,1.0373589060686759,0.0,1.091910134551138,0.05802370205355739,0.15533333333333335,1.0373589060686759,0.0,1.091910134551138,0.05802370205355739,0.15666666666666668,0.0,0.0,0.0,0.0,0.0013333333333333253
1.16,0.05,eval_signal_neg_8_0.05GeV,0.6221703946669273,0.0,0.8884602120450285,8.322504130368456,3.300666666666667,0.6230889533204709,0.0,0.8915710671292197,8.32337015577224,3.301,0.0009185586535436219,0.0,0.0031108550841912885,0.0008660254037842208,0.0003333333333332966
1.24,0.05,eval_signal_zero_0.05GeV,0.2624015886956479,0.0,0.44920747415722023,39.84409677731445,15.397,0.27832327202373863,0.0,0.48933750474328774,39.93156534309668,15.424000000000001,0.01592168332809074,0.0,0.04013003058606751,0.08746856578223117,0.027000000000001023
0.33,0.005,eval_signal_neg_91_low,0.005817538139110048,0.012182436731043685,0.006221710168382553,0.009526279441628824,0.012000000000000002,0.006429910574805842,0.012182436731043685,0.006843881185220808,0.009526279441628824,0.012666666666666668,0.0006123724356957945,0.0,0.0006221710168382551,0.0,0.0006666666666666661
0.66,0.005,eval_signal_neg_58_low,0.00551135192126215,0.010922184655418474,0.005599539151544298,0.002598076211353316,0.011333333333333334,0.006123724356957945,0.010922184655418474,0.006843881185220808,0.002598076211353316,0.012000000000000002,0.0006123724356957945,0.0,0.0012443420336765102,0.0,0.0006666666666666678
1.0,0.005,eval_signal_neg_24_low,0.006429910574805842,0.011342268680626879,0.007154966693639935,0.010392304845413263,0.011000000000000001,0.007654655446197431,0.011342268680626879,0.008088223218897317,0.010392304845413263,0.012000000000000002,0.001224744871391589,0.0,0.0009332565252573822,0.0,0.0010000000000000009
1.04,0.005,eval_signal_neg_20_low,0.05786919517325258,0.0,0.059728417616472504,0.0,0.015666666666666666,0.05909394004464417,0.0,0.061283845158568134,0.0,0.016,0.0012247448713915907,0.0,0.0015554275420956304,0.0,0.0003333333333333348
1.08,0.005,eval_signal_neg_16_low,1.0208248503048893,0.0,1.0766669446386008,0.038105117766515297,0.15933333333333335,1.0211310365227373,0.0,1.0769780301470198,0.038105117766515297,0.16,0.00030618621784794797,0.0,0.0003110855084189623,0.0,0.0006666666666666488
1.16,0.005,eval_signal_neg_8_low,0.6292126776774287,0.0,0.8822385018766459,8.480986779261007,3.351,0.6301312363309726,0.0,0.8831717584019032,8.483584855472362,3.3523333333333336,0.0009185586535438439,0.0,0.000933256525257331,0.0025980762113544387,0.0013333333333336306
1.24,0.005,eval_signal_zero_low,0.2666881957455185,0.0,0.44951855966563936,39.60074363885102,15.307666666666668,0.2804665755486739,0.0,0.49400378736957457,39.685614128421896,15.338000000000001,0.013778379803155383,0.0,0.044485227703935204,0.08487048957087495,0.0303333333333331
