stem,z_m,m_chi_GeV,nb3_SIC_raw,nb3_SIC_L,nb3_SIC_S,nb3_SIC_occ,nb3_SIC_comb,nb5_SIC_raw,nb5_SIC_L,nb5_SIC_S,nb5_SIC_occ,nb5_SIC_comb,nb10_SIC_raw,nb10_SIC_L,nb10_SIC_S,nb10_SIC_occ,nb10_SIC_comb
eval_signal_neg_20_0.5GeV,1.04,0.5,0.04431293675255978,0.0,0.043574387806683795,0.0008660254037844387,0.01587923171945041,0.06521766440160211,0.0,0.06626121329327418,0.0008660254037844387,0.008666666666666666,0.03936617395904653,1.2816243749482679,0.039727331518303835,0.001,0.0073484692283495336
eval_signal_neg_16_0.5GeV,1.08,0.5,0.7304249074713605,0.0,0.6794650302059168,0.05022947341949744,0.17776993559092044,1.1708560970503592,0.0,1.2318986133397454,0.05022947341949744,0.022000000000000002,0.6042165966374755,0.0003396831102433788,0.6132455356189083,0.057999999999999996,0.01316600736745958
eval_signal_neg_8_0.5GeV,1.16,0.5,0.43795952490446594,0.0,0.5121836939650035,8.468862423608025,3.9078401963232836,0.6907561074648562,0.0,0.9858299761802155,8.486182931683713,0.055,0.393300582031208,0.0,0.4976751166565699,9.799,0.07164757497640796
eval_signal_zero_0.5GeV,1.24,0.5,0.21971831139810896,0.0,0.3323470256441984,38.590091992634584,17.323079910916533,0.3006748659266351,0.0,0.5151576019420753,39.65530323928944,2.073,0.1841903552212269,0.0,0.2885648898465888,45.79,1.9142762339850536
eval_signal_neg_91_0.05GeV,0.33,0.05,0.005539117094069973,0.00777713771047819,0.005539117094069973,0.007794228634059948,0.011231651704001509,0.005205165703414253,0.011022703842524302,0.00528845364312517,0.007794228634059948,0.011000000000000001,0.0050562058296023055,0.07574933358427346,0.0050562058296023055,0.009000000000000001,0.004592793267718458
eval_signal_neg_58_0.05GeV,0.66,0.05,0.005539117094069973,0.009643650760992956,0.005169842621131975,0.008660254037844387,0.013168143377105219,0.004592793267718458,0.012655697004379754,0.004666282626286914,0.008660254037844387,0.012000000000000002,0.0036115755925730762,0.08356204511987117,0.0036115755925730762,0.01,0.004898979485566356
eval_signal_neg_24_0.05GeV,1.0,0.05,0.005908391567007972,0.006843881185220808,0.005539117094069973,0.0069282032302755096,0.011231651704001509,0.005205165703414253,0.00938971068066885,0.00528845364312517,0.0069282032302755096,0.010333333333333333,0.004695048270344998,0.07133345315110953,0.004695048270344998,0.008,0.003980420832022664
eval_signal_neg_20_0.05GeV,1.04,0.05,0.04874423042781576,0.0009332565252573829,0.04726713253606377,0.0017320508075688774,0.015104635050208925,0.06154342978742734,0.0,0.0640836147343403,0.0017320508075688774,0.01,0.0426165919923623,1.3145736366418757,0.04297774955161961,0.002,0.00887940031758902
eval_signal_neg_16_0.05GeV,1.08,0.05,0.652507993681443,0.0,0.611518527185325,0.05802370205355739,0.18086832226788635,1.0373589060686759,0.0,1.091910134551138,0.05802370205355739,0.024000000000000004,0.5597942168488268,0.0,0.5666562104747156,0.067,0.014084566021003274
eval_signal_neg_8_0.05GeV,1.16,0.05,0.40140135208360406,0.0,0.4726713253606377,8.304317596888982,3.824183756045203,0.6221703946669273,0.0,0.8884602120450285,8.322504130368456,0.053000000000000005,0.36693608020542456,0.0,0.45758662757900875,9.61,0.0679733403622332
eval_signal_zero_0.05GeV,1.24,0.05,0.1875914322525031,0.0,0.2788022270681887,38.77542142904446,17.400152279506063,0.2624015886956479,0.0,0.4479631321235437,39.84323075191067,2.0536666666666665,0.15818701095470072,0.0,0.24883755832828494,46.007,1.8906998952107654
eval_signal_neg_91_low,0.33,0.005,0.0062776660399459705,0.008088223218897317,0.0062776660399459705,0.009526279441628824,0.012006248373242993,0.005817538139110048,0.011839200423452028,0.006221710168382553,0.009526279441628824,0.010666666666666668,0.004695048270344998,0.07608901669451683,0.004333890711087691,0.011,0.0033680483963268695
eval_signal_neg_58_low,0.66,0.005,0.006646940512883968,0.00777713771047819,0.007016214985821966,0.002598076211353316,0.012006248373242993,0.005205165703414253,0.010614455552060439,0.00528845364312517,0.002598076211353316,0.010666666666666668,0.0054173633888596135,0.07405091803305656,0.005778520948116922,0.003,0.005817538139110048
eval_signal_neg_24_low,1.0,0.005,0.008493312877573959,0.007466052202059063,0.008493312877573959,0.010392304845413263,0.010844353369380767,0.006429910574805842,0.011022703842524302,0.007154966693639935,0.010392304845413263,0.010666666666666668,0.0050562058296023055,0.06895567137940589,0.0050562058296023055,0.012,0.004898979485566356
eval_signal_neg_20_low,1.04,0.005,0.04652858359018778,0.0003110855084191276,0.045051485698435784,0.0,0.016653828388691894,0.05786919517325258,0.0,0.059728417616472504,0.0,0.008333333333333333,0.04225543443310499,1.3295196934925844,0.041533119314590375,0.0,0.0073484692283495336
eval_signal_neg_16_low,1.08,0.005,0.6720795407471568,0.0,0.6321978976698529,0.038105117766515297,0.1839667089448523,1.0208248503048893,0.0,1.0766669446386008,0.038105117766515297,0.024000000000000004,0.5767686221339203,0.0,0.5829083006412945,0.044,0.0110227038425243
eval_signal_neg_8_low,1.16,0.005,0.3980778818271621,0.0,0.4852266574405297,8.462800245781533,3.8842149979114184,0.6292126776774287,0.0,0.8822385018766459,8.480986779261007,0.05333333333333334,0.35068399003884565,0.0,0.4676990392382133,9.793,0.07164757497640796
eval_signal_zero_low,1.24,0.005,0.20236241117002302,0.0,0.2891419123104526,38.59269006884594,17.32579099925888,0.2666881957455185,0.0,0.44858530314038203,39.59901158804345,2.0660000000000003,0.17227215576573573,0.0,0.2582276548689749,45.725,1.903865902578225
