stem,z_m,m_chi_GeV,cons_SIC_raw,cons_SIC_L,cons_SIC_S,cons_SIC_occ,cons_SIC_comb,rand_SIC_raw,rand_SIC_L,rand_SIC_S,rand_SIC_occ,rand_SIC_comb,dom_cons,dom_rand,flipped
eval_signal_neg_91_5GeV,0.33,5.0,25.45417884834924,0.02184436931083695,25.96195219062671,0.019052558883257648,25.436,25.460608758924046,0.021228911104120878,25.557057417546137,0.036006409685798144,23.34421434258877,S,S,0
eval_signal_neg_58_5GeV,0.66,5.0,14.93086472713486,0.01302260478146049,15.482725754019981,0.0069282032302755096,9.882666666666667,14.950460645077126,0.012655697004379754,15.252360255875153,0.02887306437068719,9.866657239962736,S,S,0
eval_signal_neg_24_5GeV,1.0,5.0,0.05266402946983832,0.01596319295791931,0.054128878464928205,0.013856406460551019,0.024333333333333332,0.05297021568768622,0.015513435037626797,0.05358258812338201,0.028533381260443816,0.03497531597102058,S,S,0
eval_signal_neg_20_5GeV,1.04,5.0,1.2550573069585307,0.0,1.284472064262578,0.0,0.17500000000000002,1.2608748450976408,0.0,1.2712851765044693,0.02106035283508948,0.2858327546597199,S,S,0
eval_signal_neg_16_5GeV,1.08,5.0,17.68011077719113,0.00042008402520840295,18.219656057091466,0.04416729559300637,2.409333333333333,17.744716069157036,0.0004082482904638631,17.995788767792313,0.04008260700871869,3.9690953400216804,S,S,0
eval_signal_neg_8_5GeV,1.16,5.0,11.162937130298637,0.0,13.335302489402743,8.271408631545173,4.402,11.227236236046696,0.0,13.188971333798174,3.2667324712105734,4.840764637195995,S,S,0
eval_signal_zero_5GeV,1.24,5.0,4.809879296172618,0.0,7.614128904066567,39.41195010082602,15.620666666666667,4.874790774356372,0.0,7.553613994307625,15.478679967570281,14.352543024590704,occ,occ,0
eval_signal_neg_91_0.5GeV,0.33,0.5,0.01990210416011332,0.012602520756252086,0.019909472538824167,0.009526279441628824,0.015333333333333334,0.01990210416011332,0.012247448713915891,0.01990210416011332,0.03294926169360774,0.025326952944532147,S,occ,1
eval_signal_neg_58_0.5GeV,0.66,0.5,0.010716517624676403,0.010922184655418474,0.011199078303088595,0.0069282032302755096,0.013,0.010716517624676403,0.010614455552060439,0.0110227038425243,0.03328894480385112,0.0232163735324878,comb,occ,1
eval_signal_neg_24_0.5GeV,1.0,0.5,0.008573214099741122,0.009241848554584865,0.008399308727316446,0.008660254037844387,0.011666666666666667,0.008573214099741122,0.008981462390204987,0.008573214099741122,0.027514331929713677,0.01899521470839911,comb,occ,1
eval_signal_neg_20_0.5GeV,1.04,0.5,0.06521766440160211,0.00042008402520840295,0.06626121329327418,0.0008660254037844387,0.015333333333333334,0.06552385061945,0.0004082482904638631,0.0658300368372979,0.025136550158010026,0.026231486978265436,S,S,0
eval_signal_neg_16_0.5GeV,1.08,0.5,1.1708560970503592,0.0,1.2318986133397454,0.05022947341949744,0.154,1.1809602422393397,0.0,1.2235201265201974,0.04246038878042234,0.2204047928863452,S,S,0
eval_signal_neg_8_0.5GeV,1.16,0.5,0.6907561074648562,0.0,0.9858299761802155,8.486182931683713,3.371666666666667,0.6981045766932057,0.0,0.98285775929175,3.355389762984095,3.09682302015821,occ,occ,0
eval_signal_zero_0.5GeV,1.24,0.5,0.30159342458017874,0.0,0.5164019439757518,39.65876734090458,15.329,0.3055738454122014,0.0,0.515617590855859,15.573111872217941,13.890929156042148,occ,occ,0
eval_signal_neg_91_0.05GeV,0.33,0.05,0.005205165703414253,0.011342268680626879,0.005599539151544298,0.007794228634059948,0.011333333333333334,0.005205165703414253,0.011022703842524302,0.00551135192126215,0.030571479921904086,0.018090680674665814,L,occ,1
eval_signal_neg_58_0.05GeV,0.66,0.05,0.004592793267718458,0.01302260478146049,0.004666282626286914,0.008660254037844387,0.012000000000000002,0.004592793267718458,0.012655697004379754,0.004592793267718458,0.025476233268253407,0.01899521470839911,L,occ,1
eval_signal_neg_24_0.05GeV,1.0,0.05,0.005205165703414253,0.009661932579793267,0.00528845364312517,0.0069282032302755096,0.011000000000000001,0.005205165703414253,0.00938971068066885,0.005205165703414253,0.02615559948874016,0.015980101262621473,comb,occ,1
eval_signal_neg_20_0.05GeV,1.04,0.05,0.06154342978742734,0.0,0.0640836147343403,0.0017320508075688774,0.015,0.06215580222312314,0.0,0.06399291953021051,0.021400035945332862,0.02442241891079885,S,S,0
eval_signal_neg_16_0.05GeV,1.08,0.05,1.0373589060686759,0.0,1.091910134551138,0.05802370205355739,0.15533333333333335,1.0496063547825916,0.0,1.084511583617252,0.04857468476480316,0.2089473617923902,S,S,0
eval_signal_neg_8_0.05GeV,1.16,0.05,0.6221703946669273,0.0,0.8884602120450285,8.322504130368456,3.300666666666667,0.631355981202364,0.0,0.8833472384911836,3.291189655148097,3.031696569729413,occ,occ,0
eval_signal_zero_0.05GeV,1.24,0.05,0.2624015886956479,0.0,0.44920747415722023,39.84409677731445,15.397,0.2676067543990622,0.0,0.4473380642757778,15.643426276038321,13.943090618654102,occ,occ,0
eval_signal_neg_91_low,0.33,0.005,0.005817538139110048,0.012182436731043685,0.006221710168382553,0.009526279441628824,0.012000000000000002,0.006123724356957945,0.011839200423452028,0.006123724356957945,0.02955243059117395,0.02050277143128793,L,occ,1
eval_signal_neg_58_low,0.66,0.005,0.00551135192126215,0.010922184655418474,0.005599539151544298,0.002598076211353316,0.011333333333333334,0.00551135192126215,0.010614455552060439,0.00551135192126215,0.02615559948874016,0.018693703363821344,comb,occ,1
eval_signal_neg_24_low,1.0,0.005,0.006429910574805842,0.011342268680626879,0.007154966693639935,0.010392304845413263,0.011000000000000001,0.007042283010501637,0.011022703842524302,0.007042283010501637,0.025476233268253407,0.017186146640932525,L,occ,1
eval_signal_neg_20_low,1.04,0.005,0.05786919517325258,0.0,0.059728417616472504,0.0,0.015666666666666666,0.05940012626249207,0.0,0.05878775382679627,0.02445718393752327,0.028040555045732017,S,raw,1
eval_signal_neg_16_low,1.08,0.005,1.0208248503048893,0.0,1.0766669446386008,0.038105117766515297,0.15933333333333335,1.0287856919689347,0.0,1.0692022727248571,0.040761973229205446,0.20774131641407914,S,S,0
eval_signal_neg_8_low,1.16,0.005,0.6292126776774287,0.0,0.8822385018766459,8.480986779261007,3.351,0.637173519341474,0.0,0.8741616519557466,3.346218319007524,3.0717975785582556,occ,occ,0
eval_signal_zero_low,1.24,0.005,0.2666881957455185,0.0,0.44951855966563936,39.60074363885102,15.307666666666668,0.27097480279538905,0.0,0.44795043671147367,15.552051519382854,13.868617316543393,occ,occ,0
